SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Townhouse,7877 Locksley Rd,Houston,TX,77078,100000,2,1.5,Park North Sec 01,986,3094,1972,134,101,,Active,,,http://www.redfin.com/TX/Houston/7877-Locksley-Rd-77078/home/30248081,HARMLS,20695162,N,Y,29.853529,-95.283633
MLS Listing,,Townhouse,7858 Locksley Rd,Houston,TX,77078,119000,2,1.5,Park North Sec 01,986,3128,1972,134,121,,Active,,,http://www.redfin.com/TX/Houston/7858-Locksley-Rd-77078/home/30248095,HARMLS,81800349,N,Y,29.853541,-95.284605
MLS Listing,,Single Family Residential,7623 Claiborne St,Houston,TX,77016,124500,4,1.0,Scenic Woods,1117,7920,1960,135,111,,Active,,,http://www.redfin.com/TX/Houston/7623-Claiborne-St-77016/home/30083927,HARMLS,72914222,N,Y,29.854136,-95.2903844
MLS Listing,,Vacant Land,0 Sandra,Houston,TX,77028,38500,,,Trinity Gardens,,25620,,136,,,Active,,,http://www.redfin.com/TX/HOUSTON/SANDRA-ST-77028/home/29941434,HARMLS,37679966,N,Y,29.818243,-95.313958
MLS Listing,,Townhouse,13436 Castilian Dr Unit 2/107,Houston,TX,77015,119900,3,2.0,Castilian Village T/h,1360,1440,1972,137,88,227,Active,,,http://www.redfin.com/TX/Houston/13436-Castilian-Dr-77015/unit-2-107/home/30262301,HARMLS,67943336,N,Y,29.798789,-95.183622
MLS Listing,,Single Family Residential,7875 Locksley Rd,Houston,TX,77078,129000,3,2.0,Park North Sec 01,1104,2103,1972,138,117,,Active,,,http://www.redfin.com/TX/Houston/7875-Locksley-Rd-77078/home/30248084,HARMLS,64736567,N,Y,29.853562,-95.283717
MLS Listing,,Townhouse,7891 Gallahad St,Houston,TX,77078,100000,3,1.0,Park North Sec 01,928,2902,1972,138,108,,Active,,,http://www.redfin.com/TX/Houston/7891-Gallahad-St-77078/home/30248112,HARMLS,59220085,N,Y,29.8527037,-95.2833625
MLS Listing,,Townhouse,7888 Gallahad St,Houston,TX,77078,120000,2,2.0,Park North Sec 01,928,2912,1972,138,129,,Active,,,http://www.redfin.com/TX/Houston/7888-Gallahad-St-77078/home/30248126,HARMLS,23926728,N,Y,29.852335,-95.283604
MLS Listing,,Townhouse,7880 Gallahad St,Houston,TX,77078,100000,2,1.5,Park North Sec 01,986,3094,1972,138,101,,Active,,,http://www.redfin.com/TX/Houston/7880-Gallahad-St-77078/home/30248130,HARMLS,88036413,N,Y,29.852487,-95.283992
MLS Listing,,Multi-Family (2-4 Unit),5512 Bunte St,Houston,TX,77026,340000,0,1.0,Kashmere Gardens,844,17280,1940,139,403,,Active,,,http://www.redfin.com/TX/Houston/5512-Bunte-St-77026/home/29937720,HARMLS,79077668,N,Y,29.801746,-95.3147089
MLS Listing,,Vacant Land,3207 Jewel St,Houston,TX,77026,60000,,,Angiers Sec 01,,3654,,140,,,Active,,,http://www.redfin.com/TX/Houston/3207-Jewel-St-77026/home/29648784,HARMLS,20003252,N,Y,29.7900872,-95.3368744
MLS Listing,,Vacant Land,0 Lelia St St,Houston,TX,77026,120000,,,Angiers Sec 01,,7568,,140,,,Active,,,http://www.redfin.com/TX/HOUSTON/LELIA-ST-77026/home/29648719,HARMLS,82381743,N,Y,29.788658,-95.337564
MLS Listing,,Vacant Land,0 Lelia St St,Houston,TX,77026,60000,,,Angiers Sec 01,,3698,,140,,,Active,,,http://www.redfin.com/TX/HOUSTON/LELIA-ST-77026/home/29648878,HARMLS,58311078,N,Y,29.788663,-95.337265
MLS Listing,,Vacant Land,0 Lelia St St,Houston,TX,77026,60000,,,Angiers Sec 01,,3698,,140,,,Active,,,http://www.redfin.com/TX/HOUSTON/LELIA-ST-77026/home/29648720,HARMLS,7976320,N,Y,29.788976,-95.337268
MLS Listing,,Vacant Land,1304 Port St,Houston,TX,77020,70000,,,Houston Harbor,,4800,,140,,,Active,,,http://www.redfin.com/TX/Houston/1304-Port-St-77020/home/29691992,HARMLS,69469835,N,Y,29.765139,-95.2962273
MLS Listing,,Vacant Land,0 Pannell St,Houston,TX,77020,110000,,,Chapmans Sec 03,,5500,,140,,,Active,,,http://www.redfin.com/TX/HOUSTON/PANNELL-ST-77020/home/29656796,HARMLS,50001365,N,Y,29.779777,-95.331975
MLS Listing,,Vacant Land,2002 Worms St,Houston,TX,77020,220000,,,Chapmans Sec 03,,11000,,140,,,Active,,,http://www.redfin.com/TX/Houston/2002-Worms-St-77020/home/29656778,HARMLS,16614128,N,Y,29.780152,-95.331146
MLS Listing,,Single Family Residential,5014 Lucille St,Houston,TX,77026,159900,4,2.0,Fairgrounds Park Annex,2026,3360,1939,140,79,,Active,,,http://www.redfin.com/TX/Houston/5014-Lucille-St-77026/home/29818010,HARMLS,21771183,N,Y,29.7895307,-95.3196244
MLS Listing,,Vacant Land,3219 Des Chaumes St,Houston,TX,77026,39000,,,Matthews,,3500,,140,,,Active,,,http://www.redfin.com/TX/Houston/3219-Des-Chaumes-St-77026/home/29721709,HARMLS,80294203,N,Y,29.791846,-95.3385629
MLS Listing,,Single Family Residential,5217 Hershe St,Houston,TX,77020,150000,3,1.0,Pinecrest,885,6250,1960,140,169,,Active,,,http://www.redfin.com/TX/Houston/5217-Hershe-St-77020/home/29826274,HARMLS,60747810,N,Y,29.7782451,-95.3176637
MLS Listing,,Multi-Family (2-4 Unit),8715 Compton St Unit A B,Houston,TX,77016,210000,0,2.0,Laura Koppe Place,2528,10521,2007,141,83,,Active,,,http://www.redfin.com/TX/Houston/8715-Compton-St-77016/unit-A-B/home/171042846,HARMLS,76810201,N,Y,29.840012,-95.306196
MLS Listing,,Single Family Residential,7870 Hamlet St,Houston,TX,77078,100000,2,2.0,Park North Sec 01,986,2524,1972,141,101,,Active,,,http://www.redfin.com/TX/Houston/7870-Hamlet-St-77078/home/30248149,HARMLS,80728943,N,Y,29.852023,-95.284761
MLS Listing,,Townhouse,9706 Farragut St,Houston,TX,77078,109000,3,2.5,Park North Sec 01,1104,1849,1972,141,99,,Active,,,http://www.redfin.com/TX/Houston/9706-Farragut-St-77078/home/30248057,HARMLS,29672029,N,Y,29.853848,-95.284227
MLS Listing,,Townhouse,9734 Farragut St,Houston,TX,77078,139000,3,2.5,Park North Sec 01,1344,1992,1972,141,103,,Active,,,http://www.redfin.com/TX/Houston/9734-Farragut-St-77078/home/30248056,HARMLS,22431744,N,Y,29.854314,-95.283747
MLS Listing,,Single Family Residential,8774 Flossie Mae St,Houston,TX,77029,98000,3,1.0,Pleasant View,858,6105,1954,141,114,,Active,,,http://www.redfin.com/TX/Houston/8774-Flossie-Mae-St-77029/home/30095860,HARMLS,96970401,N,Y,29.7617039,-95.266546
MLS Listing,,Vacant Land,2012 Chew St,Houston,TX,77020,100000,,,Chew F F,,5000,,142,,,Active,,,http://www.redfin.com/TX/Houston/2012-Chew-St-77020/home/29658239,HARMLS,29063864,N,Y,29.7799817,-95.3148453
MLS Listing,,Vacant Land,2009 Pannell St,Houston,TX,77020,110000,,,Chapmans Sec 03,,8140,,142,,,Active,,,http://www.redfin.com/TX/Houston/2009-Pannell-St-77020/home/29656694,HARMLS,93330258,N,Y,29.78019,-95.332498
MLS Listing,,Vacant Land,3008 Brewster St,Houston,TX,77026,60000,,,Angiers Sec 1,,3698,,143,,,Active,,,http://www.redfin.com/TX/Houston/3008-Brewster-St-77026/home/29648764,HARMLS,50946081,N,Y,29.789761,-95.3372771
MLS Listing,,Vacant Land,1719 Brewster St,Houston,TX,77020,110000,,,Chapmans Sec 03,,5150,,143,,,Active,,,http://www.redfin.com/TX/Houston/1719-Brewster-St-77020/home/29658015,HARMLS,84930140,N,Y,29.777692,-95.337697
MLS Listing,,Vacant Land,3011 Brewster St,Houston,TX,77026,60000,,,Angiers Sec 01,,3344,,143,,,Active,,,http://www.redfin.com/TX/Houston/3011-Brewster-St-77026/home/29648772,HARMLS,58146765,N,Y,29.7898244,-95.3375768
MLS Listing,,Vacant Land,4201 Coke St,Houston,TX,77020,95000,,,Lexington Place,,4200,,143,,,Active,,,http://www.redfin.com/TX/Houston/4201-Coke-St-77020/home/29843197,HARMLS,6698225,N,Y,29.768109,-95.328376
MLS Listing,,Single Family Residential,11722 Lafferty Oaks St,Houston,TX,77013,170000,3,2.0,Wood Shadows,2020,9816,1969,144,84,,Active,,,http://www.redfin.com/TX/Houston/11722-Lafferty-Oaks-St-77013/home/30234397,HARMLS,17625311,N,Y,29.7778484,-95.2267287
MLS Listing,,Single Family Residential,9405 Arvin St,Houston,TX,77028,189500,3,2.0,Timmerman Place,1536,7000,2018,146,123,,Active,,,http://www.redfin.com/TX/Houston/9405-Arvin-St-77028/home/45417151,HARMLS,27287019,N,Y,29.8489817,-95.2699236
MLS Listing,,Vacant Land,5510 Weaver Rd,Houston,TX,77016,125000,,,Triangle Gardens,,15655,,146,,,Active,,,http://www.redfin.com/TX/Houston/5510-Weaver-Rd-77016/home/170953592,HARMLS,25293773,N,Y,29.83404,-95.3126806
MLS Listing,,Vacant Land,0 Kress,Houston,TX,77020,110000,,,Eve Artist Park,,20286,,150,,,Active,,,http://www.redfin.com/TX/HOUSTON/KRESS-ST-77026/home/29966903,HARMLS,49967634,N,Y,29.79568,-95.309747
MLS Listing,,Vacant Land,0 N Wayside Dr,Houston,TX,77028,47500,,,Liberty Road Manor Sec 19 U/r,,4731,,151,,,Active,,,http://www.redfin.com/TX/Houston/5919-N-Wayside-Dr-77028/home/172387474,HARMLS,4060539,N,Y,29.8158155,-95.2848036
MLS Listing,,Single Family Residential,722 Grand Oaks Dr,Houston,TX,77015,149900,3,2.0,Hidden Forest Sec 01,1424,7200,1965,151,105,,Active,,,http://www.redfin.com/TX/Houston/722-Grand-Oaks-Dr-77015/home/30150154,HARMLS,9873910,N,Y,29.7839994,-95.1984838
MLS Listing,,Vacant Land,5117 Wipprecht St,Houston,TX,77026,100000,,,Kashmere Gardens Extn,,15000,,152,,,Active,,,http://www.redfin.com/TX/Houston/5117-Wipprecht-St-77026/home/29938755,HARMLS,90120890,N,Y,29.807749,-95.322937
MLS Listing,,Single Family Residential,4514 Wyte Ln,Houston,TX,77093,245000,3,1.0,Friendly Road Place,1088,11210,1930,154,225,,Active,,,http://www.redfin.com/TX/Houston/4514-Wyte-Ln-77093/home/30052402,HARMLS,79435268,N,Y,29.8510706,-95.3232702
MLS Listing,,Vacant Land,11018 Oswego St,Houston,TX,77029,115000,,,Market Street Gardens Ext 02,,7291,,154,,,Active,,,http://www.redfin.com/TX/Houston/11018-Oswego-St-77029/home/29990715,HARMLS,5929950,N,Y,29.76856,-95.234503
MLS Listing,,Multi-Family (2-4 Unit),5212 Bennington St,Houston,TX,77028,195000,0,1.0,Trinity Gardens,1440,9418,1980,154,135,,Active,,,http://www.redfin.com/TX/Houston/5212-Bennington-St-77028/home/170654512,HARMLS,80011133,N,Y,29.8199196,-95.3148435
MLS Listing,,Single Family Residential,9002 Allwood St,Houston,TX,77016,119500,3,1.5,North Shadydale,1373,7440,1965,154,87,,Active,,,http://www.redfin.com/TX/Houston/9002-Allwood-St-77016/home/29971806,HARMLS,93669219,N,Y,29.8429356,-95.310618
MLS Listing,,Single Family Residential,5710 Cherry St,Houston,TX,77026,131000,2,1.0,Central Gardens Sec 02,1039,7200,1950,158,126,,Active,,,http://www.redfin.com/TX/Houston/5710-Cherry-St-77026/home/29971407,HARMLS,75320590,N,Y,29.8114987,-95.3451603
