SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,7339 Orlando St,Houston,TX,77016,189900,4,2.0,Scenic Woods,1277,12213,1960,23,149,,Active,,,http://www.redfin.com/TX/Houston/7339-Orlando-St-77016/home/30084590,HARMLS,27573564,N,Y,29.8649609,-95.296958
MLS Listing,,Vacant Land,4314 Hirsch Rd,Houston,TX,77026,60000,,,Crane Street Gardens,,8450,,23,,,Active,,,http://www.redfin.com/TX/Houston/4314-Hirsch-Rd-77026/home/29952833,HARMLS,66402683,N,Y,29.7998811,-95.3279989
MLS Listing,,Vacant Land,0 Kelford St,Houston,TX,77028,134500,,,Viola,,26797,,25,,,Active,,,http://www.redfin.com/TX/HOUSTON/KELFORD-ST-77028/home/29816237,HARMLS,20762171,N,Y,29.811512,-95.280311
MLS Listing,,Single Family Residential,10334 Duncum St,Houston,TX,77013,159900,3,1.5,Songwood,1269,7750,1955,26,126,,Active,,,http://www.redfin.com/TX/Houston/10334-Duncum-St-77013/home/30125846,HARMLS,84024355,N,Y,29.775163,-95.245614
MLS Listing,,Single Family Residential,2905 Gillespie St Unit C,Houston,TX,77020,400000,3,3.5,Gillespie Street City Views,2477,1497,2019,26,161,,Active,,,http://www.redfin.com/TX/Houston/2905-Gillespie-St-77020/unit-C/home/167831334,HARMLS,53356264,N,Y,29.7674117,-95.3403383
MLS Listing,,Single Family Residential,4601 Farmer St,Houston,TX,77020,235000,3,2.0,Augusta,1305,3400,1953,27,180,,Active,,,http://www.redfin.com/TX/Houston/4601-Farmer-St-77020/home/29646642,HARMLS,81220732,N,Y,29.7756807,-95.323689
MLS Listing,,Single Family Residential,7525 Touchstone St,Houston,TX,77028,176000,3,2.0,Rosewood Estates Sec 02,1700,7560,1948,27,104,,Active,,,http://www.redfin.com/TX/Houston/7525-Touchstone-St-77028/home/29996026,HARMLS,31636931,N,Y,29.8386814,-95.2924666
MLS Listing,,Vacant Land,3302 Folger St,Houston,TX,77093,150000,,,Epsom Downs Place,,17019,,27,,,Active,,,http://www.redfin.com/TX/Houston/3302-Folger-St-77093/home/43509063,HARMLS,90841280,N,Y,29.855977,-95.33647
MLS Listing,,Vacant Land,8410 Lockwood Dr,Houston,TX,77016,34500,,,Forest Lawn,,5500,,27,,,Active,,,http://www.redfin.com/TX/Houston/8410-Lockwood-Dr-77016/home/172344983,HARMLS,9553397,N,Y,29.8369344,-95.3185786
MLS Listing,,Single Family Residential,7437 Crofton St,Houston,TX,77028,175000,5,2.0,Glen Manor Sec 01,1512,7562,1965,27,116,,Active,,,http://www.redfin.com/TX/Houston/7437-Crofton-St-77028/home/29999876,HARMLS,20249128,N,Y,29.8446903,-95.2943856
MLS Listing,,Single Family Residential,8414 Snowden Street St,Houston,TX,77028,135000,2,1.0,Dorchester Place,912,13200,1947,28,148,,Active,,,http://www.redfin.com/TX/Houston/8414-Snowden-St-77028/home/30126678,HARMLS,59484276,N,Y,29.845617,-95.2723006
MLS Listing,,Multi-Family (2-4 Unit),3417 Baer St,Houston,TX,77020,375000,0,3.0,East,1133,5300,1930,28,331,,Active,,,http://www.redfin.com/TX/Houston/3417-Baer-St-77020/home/29655913,HARMLS,37223565,N,Y,29.7681567,-95.3348917
MLS Listing,,Vacant Land,7754 Bretshire Dr,Houston,TX,77016,27500,,,Scenic Woods,,6270,,28,,,Active,,,http://www.redfin.com/TX/Houston/7754-Bretshire-Dr-77016/home/30085515,HARMLS,74712291,N,Y,29.8543096,-95.2872133
MLS Listing,,Single Family Residential,5209 Nichols,Houston,TX,77020,274900,3,2.5,Lyons Redev,1700,2500,2020,29,162,,Active,,,http://www.redfin.com/TX/Houston/5209-Nichols-St-77020/home/170949930,HARMLS,10121982,N,Y,29.7812804,-95.3179078
MLS Listing,,Vacant Land,8434 Talton St,Houston,TX,77028,75000,,,Dorchester Place,,21434,,29,,,Active,,,http://www.redfin.com/TX/Houston/8434-Talton-St-77028/home/30126813,HARMLS,94329722,N,Y,29.843716,-95.271111
MLS Listing,,Vacant Land,0 Ethel St,Houston,TX,77028,27900,,,Liberty Road Manor Sec 05,,4000,,29,,,Active,,,http://www.redfin.com/TX/HOUSTON/ETHEL-ST-77028/home/29732969,HARMLS,77524791,N,Y,29.820868,-95.280098
MLS Listing,,Single Family Residential,13410 Halifax St,Houston,TX,77015,135000,3,1.0,Home Owned Estates Sec 01,1137,7800,1952,31,119,,Active,,,http://www.redfin.com/TX/Houston/13410-Halifax-St-77015/home/30010004,HARMLS,75381700,N,Y,29.7860236,-95.1862464
MLS Listing,,Single Family Residential,4307 Plaag St,Houston,TX,77016,48500,2,1.0,Weaver Place,884,7800,1954,31,55,,Active,,,http://www.redfin.com/TX/Houston/4307-Plaag-St-77016/home/29985812,HARMLS,51712130,N,Y,29.8333654,-95.3272227
MLS Listing,,Single Family Residential,1518 Skinner Rd,Houston,TX,77093,325000,2,1.0,Sunnyland Farms,1066,53950,1945,32,305,,Active,,,http://www.redfin.com/TX/Houston/1518-Skinner-Rd-77093/home/29927315,HARMLS,48386961,N,Y,29.8669746,-95.3622042
MLS Listing,,Vacant Land,3307 Gillespie St,Houston,TX,77020,98257,,,Swiney,,2675,,32,,,Active,,,http://www.redfin.com/TX/Houston/3307-Gillespie-St-77020/home/29758147,HARMLS,80467585,N,Y,29.7674877,-95.3362112
MLS Listing,,Single Family Residential,2901 Clinton Dr,Houston,TX,77020,280000,2,2.0,Regent Park,1446,1563,2004,32,194,157,Active,,,http://www.redfin.com/TX/Houston/2901-Clinton-Dr-77020/home/29253929,HARMLS,31070208,N,Y,29.7648459,-95.3402157
MLS Listing,,Townhouse,13563 Castilian Dr #1,Houston,TX,77015,129000,3,1.5,Castilian Village T/h,1440,1440,1972,33,90,200,Active,,,http://www.redfin.com/TX/Houston/13563-Castilian-Dr-77015/unit-1/home/30262441,HARMLS,89105724,N,Y,29.8007032,-95.1826004
MLS Listing,,Townhouse,4701 New Orleans St,Houston,TX,77020,250000,3,2.0,Augusta,1272,5000,1936,33,197,,Active,,,http://www.redfin.com/TX/Houston/4701-New-Orleans-St-77020/home/29646678,HARMLS,31580252,N,Y,29.7770964,-95.3226881
MLS Listing,,Multi-Family (2-4 Unit),3518 Lyons Ave,Houston,TX,77020,249000,0,1.0,Farmer-teal,1455,2668,1928,33,171,,Active,,,http://www.redfin.com/TX/Houston/3518-Lyons-Ave-77020/home/29670640,HARMLS,15630738,N,Y,29.7756009,-95.3340865
MLS Listing,,Single Family Residential,507 Maple Way,Houston,TX,77015,135000,3,1.5,Home Owned Estates,1072,6600,1960,34,126,,Active,,,http://www.redfin.com/TX/Houston/507-Maple-Way-77015/home/30077573,HARMLS,91855337,N,Y,29.7773496,-95.2015716
MLS Listing,,Multi-Family (2-4 Unit),3501 Sarah St,Houston,TX,77026,379999,0,1.0,Mc Gowan N S B B,3038,5000,1950,35,125,,Active,,,http://www.redfin.com/TX/Houston/3501-Sarah-St-77026/home/29725074,HARMLS,38792238,N,Y,29.7878759,-95.3349854
MLS Listing,,Multi-Family (2-4 Unit),2016 Creston Dr #1,Houston,TX,77026,143000,0,2.0,Creston Place,1592,7800,1958,35,90,,Active,,,http://www.redfin.com/TX/Houston/2016-Creston-Dr-77026/unit-1/home/95469057,HARMLS,23332907,N,Y,29.8187178,-95.348522
MLS Listing,,Vacant Land,4302 Lavender St,Houston,TX,77026,91500,,,Kashmere Gardens,,15000,,35,,,Active,,,http://www.redfin.com/TX/Houston/4302-Lavender-St-77026/home/29936703,HARMLS,24988290,N,Y,29.799448,-95.320052
MLS Listing,,Vacant Land,3306 Caplin St,Houston,TX,77026,67000,,,Humble Road Gardens,,9300,,35,,,Active,,,http://www.redfin.com/TX/Houston/3306-Caplin-St-77026/home/29962495,HARMLS,58855821,N,Y,29.8161456,-95.3383769
MLS Listing,,Vacant Land,3917 Sayers St,Houston,TX,77026,62000,,,Valencia Park,,5000,,35,,,Active,,,http://www.redfin.com/TX/Houston/3917-Sayers-St-77026/home/167729298,HARMLS,88660740,N,Y,29.79598,-95.331472
MLS Listing,,Vacant Land,4615 Collingsworth St,Houston,TX,77026,43500,,,Kashmere Gardens,,5808,,35,,,Active,,,http://www.redfin.com/TX/Houston/4615-Collingsworth-St-77026/home/29937763,HARMLS,57678201,N,Y,29.794216,-95.3232079
MLS Listing,,Vacant Land,4517 Pickfair St,Houston,TX,77026,96000,,,Kashmere Gardens,,15000,,35,,,Active,,,http://www.redfin.com/TX/Houston/4517-Pickfair-St-77026/home/29936623,HARMLS,59645689,N,Y,29.801944,-95.319305
MLS Listing,,Vacant Land,2201 Lucas St,Houston,TX,77026,55000,,,Home,,7100,,35,,,Active,,,http://www.redfin.com/TX/Houston/2201-Lucas-St-77026/home/29686668,HARMLS,38721320,N,Y,29.781874,-95.330435
MLS Listing,,Vacant Land,1917 Creston Dr,Houston,TX,77026,48000,,,Creston Place,,7000,,35,,,Active,,,http://www.redfin.com/TX/Houston/1917-Creston-Dr-77026/home/29960453,HARMLS,66170623,N,Y,29.819301,-95.348842
MLS Listing,,Vacant Land,3309 Reid St,Houston,TX,77026,69500,,,Humble Road Gardens,,9300,,35,,,Active,,,http://www.redfin.com/TX/Houston/3309-Reid-St-77026/home/29962477,HARMLS,15993830,N,Y,29.815657,-95.338149
MLS Listing,,Vacant Land,3918 Pickfair St,Houston,TX,77026,91000,,,Kashmere Gardens,,15000,,35,,,Active,,,http://www.redfin.com/TX/Houston/3918-Pickfair-St-77026/home/147405470,HARMLS,75709590,N,Y,29.7961328,-95.3184442
MLS Listing,,Vacant Land,2518 Creston Dr,Houston,TX,77026,59000,,,Creston Terrace,,7810,,35,,,Active,,,http://www.redfin.com/TX/Houston/2518-Creston-Dr-77026/home/29960377,HARMLS,46421231,N,Y,29.818767,-95.344727
MLS Listing,,Vacant Land,2015 Creston Dr,Houston,TX,77026,53000,,,Creston Place,,7000,,35,,,Active,,,http://www.redfin.com/TX/Houston/2015-Creston-Dr-77026/home/147405193,HARMLS,70005390,N,Y,29.819271,-95.3486332
MLS Listing,,Vacant Land,5317 Caplin St,Houston,TX,77026,67000,,,Kashmere Gardens Park,,12060,,35,,,Active,,,http://www.redfin.com/TX/Houston/5317-Caplin-St-77026/home/147405354,HARMLS,88055227,N,Y,29.8156378,-95.3177365
MLS Listing,,Vacant Land,4122 Wayne St,Houston,TX,77026,77000,,,Kashmere Gardens,,15000,,35,,,Active,,,http://www.redfin.com/TX/Houston/4122-Wayne-St-77026/home/29936939,HARMLS,74961941,N,Y,29.7985759,-95.325415
MLS Listing,,Vacant Land,4605 Majestic St,Houston,TX,77026,59500,,,Liberty Gardens 2,,10200,,35,,,Active,,,http://www.redfin.com/TX/Houston/4605-Majestic-St-77026/home/29966947,HARMLS,32893282,N,Y,29.80204,-95.307066
MLS Listing,,Vacant Land,7222 Tuck St,Houston,TX,77020,77500,,,Houston Harbor,,5000,,35,,,Active,,,http://www.redfin.com/TX/Houston/7222-Tuck-St-77020/home/167728001,HARMLS,24940298,N,Y,29.7688747,-95.2967026
MLS Listing,,Vacant Land,3718 & 3720 Market St,Houston,TX,77020,119000,,,Tom Stuart,,9077,,35,,,Active,,,http://www.redfin.com/TX/Houston/3720-Market-St-77020/home/43516069,HARMLS,63013497,N,Y,29.7723917,-95.3325394
MLS Listing,,Vacant Land,3708 Market St,Houston,TX,77020,81000,,,Tom Stuart,,5000,,35,,,Active,,,http://www.redfin.com/TX/Houston/3708-Market-St-77020/home/147406369,HARMLS,96664324,N,Y,29.772398,-95.332487
MLS Listing,,Vacant Land,7213 Sayers St,Houston,TX,77016,59500,,,Bennington Place,,8490,,35,,,Active,,,http://www.redfin.com/TX/Houston/7213-Sayers-St-77016/home/146073663,HARMLS,45873438,N,Y,29.8257691,-95.3326948
MLS Listing,,Vacant Land,0 Lanewell St,Houston,TX,77029,43000,,,Fidelity,,10559,,35,,,Active,,,http://www.redfin.com/TX/HOUSTON/LANE-ST-77029/home/29835809,HARMLS,10549162,N,Y,29.760191,-95.251333
MLS Listing,,Multi-Family (2-4 Unit),11914 Fleming Dr,Houston,TX,77013,260000,0,3.0,Wood Shadows 3 & Rp,3076,8527,1969,36,85,,Active,,,http://www.redfin.com/TX/Houston/11914-Fleming-Dr-77013/home/30241033,HARMLS,57645698,N,Y,29.775597,-95.2237721
MLS Listing,,Single Family Residential,906 Redondo Dr,Houston,TX,77015,190000,3,1.5,Home Owned Estates Sec 05,1675,8240,1958,38,113,,Active,,,http://www.redfin.com/TX/Houston/906-Redondo-Dr-77015/home/30077389,HARMLS,75360903,N,Y,29.7797785,-95.2005933
MLS Listing,,Vacant Land,6906 Weyburn St,Houston,TX,77028,36500,,,Pelham Place Sec 02,,9193,,38,,,Active,,,http://www.redfin.com/TX/Houston/6906-Weyburn-St-77028/home/29995323,HARMLS,6012289,N,Y,29.8365657,-95.3036549
MLS Listing,,Townhouse,3548 Cline St,Houston,TX,77020,299950,3,3.0,Cline Street Place,2055,1772,2005,38,146,174,Active,,,http://www.redfin.com/TX/Houston/3548-Cline-St-77020/home/29328900,HARMLS,41646871,N,Y,29.7664506,-95.333964
MLS Listing,,Single Family Residential,3510 Cline St,Houston,TX,77020,264900,2,2.0,Cline Street Place,1410,1654,2005,38,188,174,Active,,,http://www.redfin.com/TX/Houston/3510-Cline-St-77020/home/29327419,HARMLS,81757703,N,Y,29.7663007,-95.3346075
MLS Listing,,Single Family Residential,2903 Gillespie St Unit C,Houston,TX,77020,405000,3,3.5,Gillespie Street City Views,2477,1497,2019,38,164,,Active,,,http://www.redfin.com/TX/Houston/2903-Gillespie-St-77020/unit-C/home/144615498,HARMLS,60421763,N,Y,29.7674459,-95.3404352
MLS Listing,,Single Family Residential,1508 Sydnor St,Houston,TX,77020,298000,3,2.0,Sydnor,1426,5000,1960,39,209,,Active,August-2-2020 02:00 PM,August-2-2020 04:00 PM,http://www.redfin.com/TX/Houston/1508-Sydnor-St-77020/home/29758078,HARMLS,74784955,N,Y,29.7747487,-95.3384374
MLS Listing,,Single Family Residential,8602 Lavender St,Houston,TX,77016,189999,3,1.5,Autumn Place,1428,54950,1954,39,133,,Active,,,http://www.redfin.com/TX/Houston/8602-Lavender-St-77016/home/29943386,HARMLS,3371025,N,Y,29.838428,-95.320876
MLS Listing,,Townhouse,3428 Cline St,Houston,TX,77020,290000,3,2.0,Cline Street Place,1582,1752,2005,41,183,117,Active,,,http://www.redfin.com/TX/Houston/3428-Cline-St-77020/home/29327414,HARMLS,29769379,N,Y,29.7665766,-95.3350365
MLS Listing,,Vacant Land,1805 Saint Elmo St,Houston,TX,77020,77500,,,Chapmans Sec 03,,4250,,42,,,Active,,,http://www.redfin.com/TX/Houston/1805-St-Elmo-St-77020/home/29658125,HARMLS,57299385,N,Y,29.7784273,-95.3291562
MLS Listing,,Single Family Residential,12205 Nola Ct,Houston,TX,77013,119000,2,2.5,Magnolia Manor U/r,1440,16368,1959,42,83,,Active,,,http://www.redfin.com/TX/Houston/12205-Nola-Ct-77013/home/30096341,HARMLS,64258275,N,Y,29.7928999,-95.2227424
MLS Listing,,Single Family Residential,1625 Margaret St,Houston,TX,77093,299000,2,2.0,Sunnyland Farms,728,40000,1950,43,411,,Active,,,http://www.redfin.com/TX/Houston/1625-Margaret-St-77093/home/29927269,HARMLS,76546723,N,Y,29.8649546,-95.3601142
MLS Listing,,Single Family Residential,7842 Belroit St,Houston,TX,77028,126900,3,2.0,Liberty Road Manor Sec 16 U/r,1200,4199,1970,43,106,,Active,,,http://www.redfin.com/TX/Houston/7842-Belroit-St-77028/home/29734438,HARMLS,9274710,N,Y,29.8229946,-95.2856486
MLS Listing,,Vacant Land,4915 Falls St,Houston,TX,77026,49900,,,Valencia Park,,5000,,43,,,Active,,,http://www.redfin.com/TX/Houston/4915-Falls-St-77026/home/29876706,HARMLS,40677346,N,Y,29.805559,-95.3309869
MLS Listing,,Single Family Residential,4602 Chisum St,Houston,TX,77020,175000,3,1.5,Pinecrest Court,1008,8148,1936,43,174,,Active,,,http://www.redfin.com/TX/Houston/4602-Chisum-St-77020/home/29877715,HARMLS,70036889,N,Y,29.7746701,-95.3235868
MLS Listing,,Vacant Land,8534 Talton St,Houston,TX,77028,49900,,,Johnson Place,,21150,,43,,,Active,,,http://www.redfin.com/TX/Houston/8534-Talton-St-77028/home/30046119,HARMLS,73261750,N,Y,29.843328,-95.267128
MLS Listing,,Single Family Residential,7938 Safebuy St,Houston,TX,77028,99575,3,2.0,Liberty Road Manor Sec 22 U/r,1184,4000,2020,44,84,,Active,,,http://www.redfin.com/TX/Houston/7938-Safebuy-St-77028/home/29735365,HARMLS,97391687,N,Y,29.826877,-95.283055
MLS Listing,,Single Family Residential,3810 Broyles St,Houston,TX,77026,153000,3,1.0,Orgen,1050,3500,1998,44,146,,Active,,,http://www.redfin.com/TX/Houston/3810-Broyles-St-77026/home/30683777,HARMLS,49909330,N,Y,29.7957975,-95.3275087
MLS Listing,,Single Family Residential,3924 Hoffman St,Houston,TX,77026,153999,3,2.0,Liberty Gardens Ext Sec 01,1100,10380,1980,44,140,,Active,,,http://www.redfin.com/TX/Houston/3924-Hoffman-St-77026/home/29967366,HARMLS,61920570,N,Y,29.7962076,-95.3128031
MLS Listing,,Single Family Residential,534 Zoe St,Houston,TX,77020,125000,2,1.0,Denver,656,6250,1940,45,191,,Active,,,http://www.redfin.com/TX/Houston/534-Zoe-St-77020/home/29663111,HARMLS,11854933,N,Y,29.7789499,-95.3034507
MLS Listing,,Single Family Residential,528 Zoe St,Houston,TX,77020,175000,3,1.5,Denver,1136,6250,1940,45,154,,Active,,,http://www.redfin.com/TX/Houston/528-Zoe-St-77020/home/29663110,HARMLS,53950021,N,Y,29.7791287,-95.3034915
MLS Listing,,Single Family Residential,3419 Caplin St,Houston,TX,77026,159900,3,2.0,Huntington Place Ext,1075,5000,1995,45,149,,Active,,,http://www.redfin.com/TX/Houston/3419-Caplin-St-77026/home/29946842,HARMLS,45379033,N,Y,29.8165991,-95.3371919
MLS Listing,,Single Family Residential,1905 Harlem,Houston,TX,77020,269900,2,2.5,Lyons Redev,1700,2300,2020,46,159,,Active,,,http://www.redfin.com/TX/Houston/1905-Harlem-St-77020/home/169942011,HARMLS,42147807,N,Y,29.778531,-95.3168329
MLS Listing,,Vacant Land,3019 Grovey St,Houston,TX,77026,37500,,,Grovey,,5512,,46,,,Active,,,http://www.redfin.com/TX/Houston/3019-Grovey-St-77026/home/30018927,HARMLS,45306953,N,Y,29.790341,-95.333416
MLS Listing,,Vacant Land,11727 Wallisville Rd,Houston,TX,77013,350000,,,Wallisville Gardens U/r,,25830,,47,,,Active,,,http://www.redfin.com/TX/Houston/11727-Wallisville-Rd-77013/home/30052377,HARMLS,81605483,N,Y,29.7999035,-95.2278298
MLS Listing,,Single Family Residential,8702 Banting St,Houston,TX,77078,172999,3,2.0,Chatwood Place Sec 05,1357,7980,2020,47,127,,Active,,,http://www.redfin.com/TX/Houston/8702-Banting-St-77078/home/30114205,HARMLS,70556558,N,Y,29.8400356,-95.2477748
MLS Listing,,Single Family Residential,354 Eado Park Cir,Houston,TX,77020,400000,3,3.5,Nobility Park Rep 1,2239,1645,2017,47,179,100,Active,,,http://www.redfin.com/TX/Houston/354-Eado-Park-Cir-77020/home/148058770,HARMLS,52410405,N,Y,29.765815,-95.33983
MLS Listing,,Single Family Residential,10110 Lafferty Oaks St,Houston,TX,77013,197000,4,2.5,Songwood,1778,7420,1955,48,111,3,Active,,,http://www.redfin.com/TX/Houston/10110-Lafferty-Oaks-St-77013/home/30125962,HARMLS,90726848,N,Y,29.7775367,-95.2505913
MLS Listing,,Vacant Land,1018 Press St,Houston,TX,77020,97000,,,Harris & Wilson 2 League Grant,,5000,,48,,,Active,,,http://www.redfin.com/TX/Houston/1018-Press-St-77020/home/29779089,HARMLS,13069338,N,Y,29.771424,-95.328313
MLS Listing,,Vacant Land,0 Pate Rd Pate Rd,Houston,TX,77016,40000,,,Bristol Place,,8550,,48,,,Active,,,http://www.redfin.com/TX/Houston/0-Pate-Rd-Pate-Rd-77016/home/172045519,HARMLS,6604926,N,Y,29.854989,-95.31706
MLS Listing,,Single Family Residential,14026 Woodforest Blvd,Houston,TX,77015,185000,4,2.0,Woodforest,2080,8818,1963,48,89,21,Active,,,http://www.redfin.com/TX/Houston/14026-Woodforest-Blvd-77015/home/30174900,HARMLS,40784254,N,Y,29.7909813,-95.1747958
MLS Listing,,Single Family Residential,7409 Miley St,Houston,TX,77028,159000,3,2.0,Homestead Sec 02,1656,8400,1960,48,96,,Active,,,http://www.redfin.com/TX/Houston/7409-Miley-St-77028/home/29989936,HARMLS,77679745,N,Y,29.817156,-95.2952431
MLS Listing,,Single Family Residential,3010 Baer St,Houston,TX,77020,220000,0,,Swiney,1732,5000,1935,49,127,,Active,,,http://www.redfin.com/TX/Houston/3010-Baer-St-77020/home/29758153,HARMLS,90708579,N,Y,29.7678203,-95.3391532
MLS Listing,,Single Family Residential,10727 Nyla Spring St,Houston,TX,77016,222336,4,3.0,Towne Park Village,1871,55,2020,49,119,25,Active,August-1-2020 11:00 AM,August-1-2020 04:00 PM,http://www.redfin.com/TX/Houston/10727-Spring-St-77007/home/172039560,HARMLS,13682757,N,Y,29.869558,-95.292664
MLS Listing,,Single Family Residential,10723 Nyla Spring St,Houston,TX,77016,207184,3,2.5,Towne Park Village,1658,55,2020,49,125,25,Active,August-1-2020 11:00 AM,August-1-2020 04:00 PM,http://www.redfin.com/TX/Houston/10723-Spring-St-77007/home/172039415,HARMLS,12489719,N,Y,29.869558,-95.292664
MLS Listing,,Single Family Residential,4407 Engleford St,Houston,TX,77026,128500,3,2.0,Harris & Wilson,1876,4792,1943,49,68,,Active,,,http://www.redfin.com/TX/Houston/4407-Engleford-St-77026/home/29778691,NTREIS,14361313,N,Y,29.7929035,-95.325466
MLS Listing,,Single Family Residential,3446 Cline St,Houston,TX,77020,335000,3,2.5,Cline Street Place,2474,1998,2005,50,135,174,Active,,,http://www.redfin.com/TX/Houston/3446-Cline-St-77020/home/29327406,HARMLS,60272673,N,Y,29.7663259,-95.334822
MLS Listing,,Single Family Residential,7635 Aiiden Ridge Ln,Houston,TX,77016,209604,3,2.5,Towne Park Village,1659,,2020,50,126,25,Active,August-1-2020 11:00 AM,August-1-2020 04:00 PM,http://www.redfin.com/TX/Houston/7635-Aiiden-Ridge-LN-77016/home/172410266,HARMLS,84224189,N,Y,29.869797,-95.289757
MLS Listing,,Single Family Residential,7639 Aiiden Ridge Ln,Houston,TX,77016,200334,3,2.0,Towne Park Village,1486,,2020,50,135,25,Active,August-1-2020 11:00 AM,August-1-2020 04:00 PM,http://www.redfin.com/TX/Houston/7639-Aiiden-Ridge-LN-77016/home/172489950,HARMLS,40352950,N,Y,29.869797,-95.289757
MLS Listing,,Single Family Residential,3222 King St,Houston,TX,77026,170000,3,2.0,Huntington Place Ext,919,7000,2020,53,185,,Active,,,http://www.redfin.com/TX/Houston/3222-King-St-77026/home/29946915,HARMLS,61558512,N,Y,29.817748,-95.338764
MLS Listing,,Vacant Land,6210 Laura Koppe Rd,Houston,TX,77016,207000,,,Laura Koppe Place,,27000,,53,,,Active,,,http://www.redfin.com/TX/Houston/6210-Laura-Koppe-Rd-77016/home/172000593,HARMLS,74673555,N,Y,29.8404509,-95.3079429
MLS Listing,,Single Family Residential,8619 Bertwood,Houston,TX,77016,205000,3,2.0,Shadydale Addition Partial Replate 1,1769,,2020,53,116,,Active,,,http://www.redfin.com/TX/Houston/8619-Bertwood-St-77016/home/172000261,HARMLS,50134001,N,Y,29.8391258,-95.3099945
MLS Listing,,Single Family Residential,4005 King St,Houston,TX,77026,80000,1,1.0,Wilshire Place,1683,9200,1973,53,48,,Active,,,http://www.redfin.com/TX/Houston/4005-King-St-77026/home/171999108,HARMLS,9392527,N,Y,29.8183173,-95.3314717
MLS Listing,,Single Family Residential,5119 Noldale Dr,Houston,TX,77016,189000,3,2.0,Fair Oaks Add,1502,7485,1970,53,126,,Active,,,http://www.redfin.com/TX/Houston/5119-Noldale-Dr-77016/home/30170237,HARMLS,13214541,N,Y,29.8658612,-95.3149679
MLS Listing,,Single Family Residential,9106 Linda Vista Rd,Houston,TX,77078,149900,3,2.0,Chatwood Place,1099,7800,1952,54,136,,Active,,,http://www.redfin.com/TX/Houston/9106-Linda-Vista-Rd-77078/home/30020930,HARMLS,60802163,N,Y,29.8387699,-95.2563035
MLS Listing,,Single Family Residential,1901 & 1903 Parker Rd,Houston,TX,77093,495000,3,1.0,Wellington Place,1160,27897,1952,54,427,,Active,,,http://www.redfin.com/TX/Houston/1903-Parker-Rd-77093/home/29957267,HARMLS,40281433,N,Y,29.8596222,-95.3559603
MLS Listing,,Single Family Residential,2423 Bleker St,Houston,TX,77026,279900,3,2.5,Greater Fifth Ward,1802,,,54,155,,Active,,,http://www.redfin.com/TX/Houston/2423-Bleker-St-77026/home/171977984,HARMLS,44247569,N,Y,29.7844815,-95.3336959
MLS Listing,,Vacant Land,6520 Shotwell St,Houston,TX,77028,50000,,,Trinity Gardens Sec 02,,10200,,54,,,Active,,,http://www.redfin.com/TX/Houston/6520-Shotwell-St-77028/home/29942327,HARMLS,43042892,N,Y,29.8198619,-95.3121088
MLS Listing,,Multi-Family (2-4 Unit),4409 Hershe St #4,Houston,TX,77020,460000,0,,Burke Sec 02,2560,5000,1946,55,180,,Active,,,http://www.redfin.com/TX/Houston/4409-Hershe-St-77020/unit-4/home/29815093,HARMLS,48923004,N,Y,29.7778253,-95.3257276
MLS Listing,,Vacant Land,9702 Crofton St,Houston,TX,77051,83000,,,Oak Briar Terrace R/p,,7000,,55,,,Active,,,http://www.redfin.com/TX/Houston/9702-Crofton-St-77016/home/30172757,HARMLS,70487741,N,Y,29.851554,-95.298569
MLS Listing,,Vacant Land,3915 Buck St,Houston,TX,77020,150000,,,Bryan Heights,,6864,,55,,,Active,,,http://www.redfin.com/TX/Houston/3915-Buck-St-77020/home/29655615,HARMLS,86425710,N,Y,29.7701831,-95.3310289
MLS Listing,,Single Family Residential,7266 Wiley Rd,Houston,TX,77016,149900,3,1.0,Scenic Woods,1200,7050,1952,55,125,,Active,,,http://www.redfin.com/TX/Houston/7266-Wiley-Rd-77016/home/30085038,HARMLS,61694747,N,Y,29.85939,-95.2965089
MLS Listing,,Multi-Family (2-4 Unit),7446 Weyburn St,Houston,TX,77028,220000,0,4.0,Rosewood Estates Sec 02,2418,8320,2006,56,91,,Active,,,http://www.redfin.com/TX/Houston/7446-Weyburn-St-77028/home/29995662,HARMLS,20391039,N,Y,29.8364039,-95.2941815
MLS Listing,,Vacant Land,8931 Homestead Rd Rd,Houston,TX,77016,75000,,,Barclay Place Sec 01,,10660,,58,,,Active,,,http://www.redfin.com/TX/Houston/8931-Homestead-Rd-77016/home/29977520,HARMLS,76461172,N,Y,29.843245,-95.302488
MLS Listing,,Vacant Land,7819 Fields St,Other,TX,77028,36000,,,,,5000,,58,,,Active,,,http://www.redfin.com/TX/Houston/7819-Fields-St-77028/home/30133613,ACTRIS,2800200,N,Y,29.808921,-95.286283
